Lijst;PublicatieJaar;LaatsteVersie;taxonlijstgroep;NaamWet;NaamNed;taxongroep;NaamWet_interpretatie;Auteur;NaamNed_interpretatie;KenmerkCode;Kenmerk;KenmerkwaardeCode;Kenmerkwaarde
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Broedvogels;Emberiza schoeniclus;Rietgors;Vogels;Emberiza schoeniclus;NULL;Rietgors;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Broedvogels;Galerida cristata;Kuifleeuwerik;Vogels;Galerida cristata;NULL;Kuifleeuwerik;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Broedvogels;Himantopus himantopus;Steltkluut;Vogels;Himantopus himantopus;NULL;Steltkluut;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Broedvogels;Larus fuscus;Kleine mantelmeeuw;Vogels;Larus fuscus;NULL;Kleine mantelmeeuw;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Broedvogels;Limosa limosa;Grutto;Vogels;Limosa limosa;NULL;Grutto;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Broedvogels;Locustella luscinioides;Snor;Vogels;Locustella luscinioides;NULL;Snor;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Broedvogels;Nycticorax nycticorax;Kwak;Vogels;Nycticorax nycticorax;NULL;Kwak;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Broedvogels;Oenanthe oenanthe;Tapuit;Vogels;Oenanthe oenanthe;NULL;Tapuit;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Broedvogels;Perdix perdix;Patrijs;Vogels;Perdix perdix;NULL;Patrijs;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Broedvogels;Platalea leucorodia;Lepelaar;Vogels;Platalea leucorodia;NULL;Lepelaar;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Broedvogels;Porzana porzana;Porseleinhoen;Vogels;Porzana porzana;NULL;Porseleinhoen;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Broedvogels;Recurvirostra avosetta;Kluut;Vogels;Recurvirostra avosetta;NULL;Kluut;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Broedvogels;Saxicola rubetra;Paapje;Vogels;Saxicola rubetra;NULL;Paapje;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Broedvogels;Sterna albifrons;Dwergstern;Vogels;Sternula albifrons;NULL;Dwergstern;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Broedvogels;Sterna hirundo;Visdief;Vogels;Sterna hirundo;NULL;Visdief;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Broedvogels;Sterna sandvicensis;Grote stern;Vogels;Thalasseus sandvicensis;NULL;Grote stern;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Broedvogels;Tringa totanus;Tureluur;Vogels;Tringa totanus;NULL;Tureluur;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Dagvlinders;Anthocharis cardamines;Oranjetipje;Dagvlinders;Anthocharis cardamines;NULL;Oranjetipje;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Dagvlinders;Aphantopus hyperantus;Koevinkje;Dagvlinders;Aphantopus hyperantus;NULL;Koevinkje;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Dagvlinders;Aricia agestis;Bruin blauwtje;Dagvlinders;Aricia agestis;NULL;Bruin blauwtje;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Dagvlinders;Callophrys rubi;Groentje;Dagvlinders;Callophrys rubi;NULL;Groentje;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Dagvlinders;Coenonympha pamphilus;Hooibeestje;Dagvlinders;Coenonympha pamphilus;NULL;Hooibeestje;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Dagvlinders;Hipparchia semele;Heivlinder;Dagvlinders;Hipparchia semele;(Linnaeus, 1758);Heivlinder;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Dagvlinders;Issoria lathonia;Kleine parelmoervlinder;Dagvlinders;Issoria lathonia;NULL;Kleine parelmoervlinder;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Dagvlinders;Lasiommata megera;Argusvlinder;Dagvlinders;Lasiommata megera;NULL;Argusvlinder;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Dagvlinders;Limenitis camilla;Kleine ijsvogelvlinder;Dagvlinders;Limenitis camilla;NULL;Kleine ijsvogelvlinder;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Dagvlinders;Lycaena phlaeas;Kleine vuurvlinder;Dagvlinders;Lycaena phlaeas;NULL;Kleine vuurvlinder;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Dagvlinders;Maniola jurtina;Bruin zandoogje;Dagvlinders;Maniola jurtina;NULL;Bruin zandoogje;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Dagvlinders;Ochlodes sylvanus;Groot dikkopje;Dagvlinders;Ochlodes sylvanus;NULL;Groot dikkopje;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Dagvlinders;Polyommatus icarus;Icarusblauwtje;Dagvlinders;Polyommatus icarus;NULL;Icarusblauwtje;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Dagvlinders;Pyrgus malvae;Aardbeivlinder;Dagvlinders;Pyrgus malvae;NULL;Aardbeivlinder;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Dagvlinders;Satyrium ilicis;Bruine eikenpage;Dagvlinders;Satyrium ilicis;NULL;Bruine eikenpage;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Dagvlinders;Thecla betulae;Sleedoornpage;Dagvlinders;Thecla betulae;NULL;Sleedoornpage;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Dagvlinders;Thymelicus lineola;Zwartsprietdikkopje;Dagvlinders;Thymelicus lineola;NULL;Zwartsprietdikkopje;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Dagvlinders;Thymelicus sylvestris;Geelsprietdikkopje;Dagvlinders;Thymelicus sylvestris;NULL;Geelsprietdikkopje;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Libellen;Calopteryx splendens;Weidebeekjuffer;Libellen;Calopteryx splendens;NULL;Weidebeekjuffer;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Libellen;Coenagrion pulchellum;Variabele waterjuffer;Libellen;Coenagrion pulchellum;NULL;Variabele waterjuffer;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Libellen;Cordulia aenea;Smaragdlibel;Libellen;Cordulia aenea;NULL;Smaragdlibel;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Libellen;Crocothemis erythraea;Vuurlibel;Libellen;Crocothemis erythraea;NULL;Vuurlibel;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Libellen;Leucorrhinia dubia;Venwitsnuitlibel;Libellen;Leucorrhinia dubia;NULL;Venwitsnuitlibel;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Libellen;Libellula quadrimaculata;Viervlek;Libellen;Libellula quadrimaculata;NULL;Viervlek;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Libellen;Somatochlora metallica;Metaalglanslibel;Libellen;Somatochlora metallica;NULL;Metaalglanslibel;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Lieveheersbeestjes;Coccinella magnifica;Schitterend lieveheersbeestje;Lieveheersbeestjes;Coccinella magnifica;NULL;Schitterend lieveheersbeestje;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Lieveheersbeestjes;Henosepilachna argus;Heggenranklieveheersbeestje;Lieveheersbeestjes;Henosepilachna argus;NULL;Heggenranklieveheersbeestje;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Lieveheersbeestjes;Parexochomus nigromaculatus;Zwart lieveheersbeestje;Lieveheersbeestjes;Exochomus nigromaculatus;NULL;Zwart lieveheersbeestje;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Mieren;Formica polyctena;Kale bosmier;Mieren;Formica polyctena;NULL;Kale bosmier;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Mieren;Formica rufa;Behaarde bosmier;Mieren;Formica rufa;NULL;Behaarde bosmier;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Mieren;Formica rufa x polyctena;hybride van Formica rufa-complex;Mieren;Formica rufa x polyctena;NULL;Hybride van formica rufa-complex;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Mieren;Lasius psammophilus;Buntgrasmier;Mieren;Lasius psammophilus;NULL;Buntgrasmier;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Mieren;Myrmica specioides;Duinsteekmier;Mieren;Myrmica specioides;NULL;Duinsteekmier;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Mieren;Tapinoma erraticum;Mergeldraaigatje;Mieren;Tapinoma erraticum;NULL;Mergeldraaigatje;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Overwinterende watervogels;Anas acuta;Pijlstaart;Vogels;Anas acuta;NULL;Pijlstaart;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Overwinterende watervogels;Anas clypeata;Slobeend;Vogels;Spatula clypeata;NULL;Slobeend;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Overwinterende watervogels;Anas penelope;Smient;Vogels;Mareca penelope;NULL;Smient;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Overwinterende watervogels;Anser albifrons;Kolgans;Vogels;Anser albifrons;NULL;Kolgans;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Overwinterende watervogels;Anser brachyrhynchus;Kleine rietgans;Vogels;Anser brachyrhynchus;NULL;Kleine rietgans;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Overwinterende watervogels;Podiceps cristatus;Fuut;Vogels;Podiceps cristatus;NULL;Fuut;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Reptielen;Anguis fragilis;Hazelworm;Reptielen;Anguis fragilis;NULL;Hazelworm;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Reptielen;Zootoca vivipara;Levendbarende hagedis;Reptielen;Zootoca vivipara;NULL;Levendbarende hagedis;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Sprinkhanen;Chrysochraon dispar;Gouden sprinkhaan;Sprinkhanen;Chrysochraon dispar;NULL;Gouden sprinkhaan;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Sprinkhanen;Gryllotalpa gryllotalpa;Veenmol;Sprinkhanen;Gryllotalpa gryllotalpa;NULL;Veenmol;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Sprinkhanen;Gryllus campestris;Veldkrekel;Sprinkhanen;Gryllus campestris;NULL;Veldkrekel;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Sprinkhanen;Metrioptera brachyptera;Heidesabelsprinkhaan;Sprinkhanen;Metrioptera brachyptera;NULL;Heidesabelsprinkhaan;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Sprinkhanen;Oedipoda caerulescens;Blauwvleugelsprinkhaan;Sprinkhanen;Oedipoda caerulescens;NULL;Blauwvleugelsprinkhaan;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Sprinkhanen;Platycleis albopunctata;Duinsabelsprinkhaan;Sprinkhanen;Platycleis albopunctata;NULL;Duinsabelsprinkhaan;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Sprinkhanen;Roeseliana roeselii;Greppelsprinkhaan;Sprinkhanen;Roeseliana roeselii;NULL;Greppelsprinkhaan;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Sprinkhanen;Stenobothrus stigmaticus;Schavertje;Sprinkhanen;Stenobothrus stigmaticus;NULL;Schavertje;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Sprinkhanen;Stethophyma grossum;Moerassprinkhaan;Sprinkhanen;Stethophyma grossum;NULL;Moerassprinkhaan;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Sprinkhanen;Tetrix ceperoi;Zanddoorntje;Sprinkhanen;Tetrix ceperoi;NULL;Zanddoorntje;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Vaatplanten;Achillea ptarmica L.;Wilde bertram;Vaatplanten;Achillea ptarmica;L.;Wilde bertram;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Vaatplanten;Alisma gramineum Lej.;Smalle waterweegbree;Vaatplanten;Alisma gramineum;Lej.;Smalle waterweegbree;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Vaatplanten;Alisma lanceolatum With.;Slanke waterweegbree;Vaatplanten;Alisma lanceolatum;With.;Slanke waterweegbree;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Vaatplanten;Anemone nemorosa L.;Bosanemoon;Vaatplanten;Anemone nemorosa;L.;Bosanemoon;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Vaatplanten;Anthyllis vulneraria L.;Wondklaver;Vaatplanten;Anthyllis vulneraria;L.;Wondklaver;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Vaatplanten;Apium graveolens L.;Selderij;Vaatplanten;Apium graveolens;L.;Selderij;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Vaatplanten;Apium repens (Jacq.) Lag.;Kruipend moerasscherm;Vaatplanten;Apium repens;(Jacq.) Lag.;Kruipend moerasscherm;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Vaatplanten;Armeria maritima Willd.;Engels gras;Vaatplanten;Armeria maritima;Willd.;Engels gras;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Vaatplanten;Artemisia maritima L.;Zeealsem;Vaatplanten;Artemisia maritima;L.;Zeealsem;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Vaatplanten;Atriplex glabriuscula Edmondst.;Kustmelde;Vaatplanten;Atriplex glabriuscula;Edmondst.;Kustmelde;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Vaatplanten;Atriplex laciniata L.;Gelobde melde;Vaatplanten;Atriplex laciniata;L.;Gelobde melde;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Vaatplanten;Botrychium lunaria (L.) Swartz;Gelobde maanvaren;Vaatplanten;Botrychium lunaria;(L.) Swartz;Gelobde maanvaren;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Vaatplanten;Butomus umbellatus L.;Zwanenbloem;Vaatplanten;Butomus umbellatus;L.;Zwanenbloem;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Vaatplanten;Calluna vulgaris (L.) Hull;Struikhei;Vaatplanten;Calluna vulgaris;(L.) Hull;Struikhei;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Vaatplanten;Caltha palustris L.;Dotterbloem;Vaatplanten;Caltha palustris;L.;Dotterbloem;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Vaatplanten;Campanula rotundifolia L.;Grasklokje;Vaatplanten;Campanula rotundifolia;L.;Grasklokje;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Vaatplanten;Cardamine amara L.;Bittere veldkers;Vaatplanten;Cardamine amara;L.;Bittere veldkers;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Vaatplanten;Carduus tenuiflorus Curt.;Tengere distel;Vaatplanten;Carduus tenuiflorus;Curt.;Tengere distel;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Vaatplanten;Carex binervis Smith;Tweenervige zegge;Vaatplanten;Carex binervis;Smith;Tweenervige zegge;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Vaatplanten;Carex divisa Huds.;Kustzegge;Vaatplanten;Carex divisa;Huds.;Kustzegge;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Vaatplanten;Carex echinata Murray;Sterzegge;Vaatplanten;Carex echinata;Murray;Sterzegge;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Vaatplanten;Carex pendula Huds.;Hangende zegge;Vaatplanten;Carex pendula;Huds.;Hangende zegge;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Vaatplanten;Carlina vulgaris L.;Driedistel;Vaatplanten;Carlina vulgaris;L.;Driedistel;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Vaatplanten;Catapodium rigidum (L.) C.E. Hubbard;Stijf hardgras;Vaatplanten;Catapodium rigidum;(L.) C.E. Hubbard;Stijf hardgras;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Vaatplanten;Centaurea cyanus L.;Korenbloem;Vaatplanten;Centaurea cyanus;L.;Korenbloem;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Vaatplanten;Centunculus minimus L.;Dwergbloem;Vaatplanten;Centunculus minimus;L.;Dwergbloem;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Vaatplanten;Chenopodium murale L.;Muurganzenvoet;Vaatplanten;Chenopodium murale;L.;Muurganzenvoet;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Vaatplanten;Chrysosplenium alternifolium L.;Verspreidbladig goudveil;Vaatplanten;Chrysosplenium alternifolium;L.;Verspreidbladig goudveil;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Vaatplanten;Chrysosplenium oppositifolium L.;Paarbladig goudveil;Vaatplanten;Chrysosplenium oppositifolium;L.;Paarbladig goudveil;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Vaatplanten;Conopodium majus (Gouan) Loret;Franse aardkastanje;Vaatplanten;Conopodium majus;(Gouan) Loret;Franse aardkastanje;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Vaatplanten;Crepis biennis L.;Groot streepzaad;Vaatplanten;Crepis biennis;L.;Groot streepzaad;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Vaatplanten;Crithmum maritimum L.;Zeevenkel;Vaatplanten;Crithmum maritimum;L.;Zeevenkel;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Vaatplanten;Dactylorhiza fuchsii (Druce) Soó;Bosorchis;Vaatplanten;Dactylorhiza fuchsii;(Druce) Soó;Bosorchis;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
Provinciaal belangrijke soorten - West-Vlaanderen;2007;0;Vaatplanten;Dactylorhiza incarnata (L.) Soó;Vleeskleurige orchis;Vaatplanten;Dactylorhiza incarnata;(L.) Soó;Vleeskleurige orchis;PBS;Provinciaal belangrijke soorten;SS;Symboolsoort
