Lijst;PublicatieJaar;LaatsteVersie;taxonlijstgroep;NaamWet;NaamNed;taxongroep;NaamWet_interpretatie;Auteur;NaamNed_interpretatie;KenmerkCode;Kenmerk;KenmerkwaardeCode;Kenmerkwaarde
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Broedvogels;Jynx torquilla;Draaihals;Vogels;Jynx torquilla;NULL;Draaihals;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Broedvogels;Lanius collurio;Grauwe klauwier;Vogels;Lanius collurio;NULL;Grauwe klauwier;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Broedvogels;Lullula arborea;Boomleeuwerik;Vogels;Lullula arborea;NULL;Boomleeuwerik;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Broedvogels;Parus montanus;Matkop;Vogels;Poecile montanus;NULL;Matkop;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Broedvogels;Perdix perdix;Patrijs;Vogels;Perdix perdix;NULL;Patrijs;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Broedvogels;Porzana porzana;Porseleinhoen;Vogels;Porzana porzana;NULL;Porseleinhoen;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Broedvogels;Pyrrhula pyrrhula;Goudvink;Vogels;Pyrrhula pyrrhula;NULL;Goudvink;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Broedvogels;Recurvirostra avosetta;Kluut;Vogels;Recurvirostra avosetta;NULL;Kluut;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Broedvogels;Saxicola rubetra;Paapje;Vogels;Saxicola rubetra;NULL;Paapje;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Broedvogels;Turdus pilaris;Kramsvogel;Vogels;Turdus pilaris;NULL;Kramsvogel;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Dagvlinders;Apatura iris;Grote weerschijnvlinder;Dagvlinders;Apatura iris;NULL;Grote weerschijnvlinder;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Dagvlinders;Lycaena tityrus;Bruine vuurvlinder;Dagvlinders;Lycaena tityrus;NULL;Bruine vuurvlinder;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Dagvlinders;Thecla betulae;Sleedoornpage;Dagvlinders;Thecla betulae;NULL;Sleedoornpage;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Korstmossen;Chaenotheca chlorella;Klein schorssteeltje;Korstmossen;Chaenotheca chlorella;NULL;Klein schorssteeltje;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Korstmossen;Enterographa crassa;Grauwe runenkorst;Korstmossen;Enterographa crassa;NULL;Grauwe runenkorst;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Korstmossen;Enterographa hutchinsiae;Gestreepte runenkorst;Korstmossen;Enterographa hutchinsiae;NULL;Gestreepte runenkorst;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Korstmossen;Fellhaneropsis vezdae;Naaldenkorst;Korstmossen;Fellhaneropsis vezdae;NULL;Naaldenkorst;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Korstmossen;Graphis scripta;Gewoon schriftmos;Korstmossen;Graphis scripta;NULL;Gewoon schriftmos;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Korstmossen;Lecanactis abietina;Maleboskorst;Korstmossen;Lecanactis abietina;NULL;Maleboskorst;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Korstmossen;Opegrapha vermicellifera;Gestippeld schriftmos;Korstmossen;Opegrapha vermicellifera;NULL;Gestippeld schriftmos;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Korstmossen;Pertusaria albescens;Witte kringkorst;Korstmossen;Pertusaria albescens;NULL;Witte kringkorst;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Korstmossen;Pertusaria leioplaca;Glad speldenkussentje;Korstmossen;Pertusaria leioplaca;NULL;Glad speldenkussentje;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Korstmossen;Pertusaria pertusa;Gewoon speldenkussentje;Korstmossen;Pertusaria pertusa;NULL;Gewoon speldenkussentje;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Korstmossen;Porina leptalea;Bruin olievlekje;Korstmossen;Porina leptalea;NULL;Bruin olievlekje;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Korstmossen;Pyrenula nitida;Beukenknikker;Korstmossen;Pyrenula nitida;NULL;Beukenknikker;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Korstmossen;Strigulla jamesii;NULL;Korstmossen;Strigulla jamesii;NULL;NULL;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Korstmossen;Thelotrema lepadinum;Beukenwrat;Korstmossen;Thelotrema lepadinum;NULL;Beukenwrat;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Lieveheersbeestjes;Epilachna argus;Heggenranklieveheersbeestje;Lieveheersbeestjes;Henosepilachna argus;NULL;Heggenranklieveheersbeestje;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Lieveheersbeestjes;Subcoccinella vigintiquatuorpunctata;Vierentwintigstippelig lieveheersbeestje;Lieveheersbeestjes;Subcoccinella vigintiquatuorpunctata;NULL;Vierentwintigstippelig lieveheersbeestje;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Loopkevers;Abax ovalis;Ovale breedborst;Loopkevers;Abax ovalis;NULL;Ovale breedborst;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Loopkevers;Abax parallelus;Rechte breedborst;Loopkevers;Abax parallelus;NULL;Rechte breedborst;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Loopkevers;Amara montivaga;Bergglimmer;Loopkevers;Amara montivaga;NULL;Bergglimmer;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Loopkevers;Asaphidion pallipes;Zandgrootoogkever;Loopkevers;Asaphidion pallipes;NULL;Zandgrootoogkever;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Loopkevers;Bembidion stomoides;Grote smalnekpriemkever;Loopkevers;Bembidion stomoides;NULL;Grote smalnekpriemkever;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Loopkevers;Carabus auronitens;Goudglanzende schallebijter;Loopkevers;Carabus auronitens;NULL;Goudglanzende schallebijter;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Loopkevers;Carabus coriaceus;Lederschallebijter;Loopkevers;Carabus coriaceus;NULL;Lederschallebijter;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Loopkevers;Cychrus attenuatus;Glanzende slakkenloopkever;Loopkevers;Cychrus attenuatus;NULL;Glanzende slakkenloopkever;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Loopkevers;Dyschirius intermedius;Leemgravertje;Loopkevers;Dyschirius intermedius;NULL;Leemgravertje;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Loopkevers;Harpalus modestus;Vijfdoornkruiper;Loopkevers;Harpalus modestus;NULL;Vijfdoornkruiper;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Loopkevers;Harpalus nitidulus;NULL;Loopkevers;Harpalus nitidulus;NULL;NULL;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Loopkevers;Molops piceus;Pekbruine bosloper;Loopkevers;Molops piceus;NULL;Pekbruine bosloper;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Loopkevers;Zabrus tenebrioides;Gewone graanloper;Loopkevers;Zabrus tenebrioides;NULL;Gewone graanloper;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Mieren;Polyergus rufescens;Amazonemier;Mieren;Polyergus rufescens;NULL;Amazonemier;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Mieren;Ponera coarctata;Gewone staafmier;Mieren;Ponera coarctata;NULL;Gewone staafmier;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Mollusken;Vertigo moulinsiana;Zeggenkorfslak;Weekdieren;Vertigo moulinsiana;NULL;Zeggenkorfslak;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Nachtvlinders;Aglia tau;Tauvlinder;Nachtvlinders;Aglia tau;NULL;Tauvlinder;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Nachtvlinders;Aleucis distinctata;Prunusspanner;Nachtvlinders;Aleucis distinctata;NULL;Prunusspanner;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Nachtvlinders;Amata phegea;Phegeavlinder;Nachtvlinders;Amata phegea;NULL;Phegeavlinder;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Nachtvlinders;Callimorpha dominula;Bonte beer;Nachtvlinders;Callimorpha dominula;NULL;Bonte beer;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Nachtvlinders;Cerastis leucographa;Witringuil;Nachtvlinders;Cerastis leucographa;NULL;Witringuil;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Nachtvlinders;Drymonia obliterata;Beukentandvlinder;Nachtvlinders;Drymonia obliterata;NULL;Beukentandvlinder;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Nachtvlinders;Euplagia quadripunctaria;Spaanse vlag;Nachtvlinders;Euplagia quadripunctaria;NULL;Spaanse vlag;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Nachtvlinders;Hemistola chrysoprasaria;Tere zomervlinder;Nachtvlinders;Hemistola chrysoprasaria;NULL;Tere zomervlinder;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Nachtvlinders;Heterogenea asella;Kleine slakrups;Nachtvlinders;Heterogenea asella;NULL;Kleine slakrups;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Nachtvlinders;Horisme tersata;Egale bosrankspanner;Nachtvlinders;Horisme tersata;NULL;Egale bosrankspanner;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Nachtvlinders;Lithophane socia;Geelbruine houtuil;Nachtvlinders;Lithophane socia;NULL;Geelbruine houtuil;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Nachtvlinders;Melanthia procellata;Witvlekbosrankspanner;Nachtvlinders;Melanthia procellata;NULL;Witvlekbosrankspanner;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Nachtvlinders;Mythimna l-album;Witte-L-uil;Nachtvlinders;Mythimna l-album;NULL;Witte-l-uil;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Nachtvlinders;Polypogon strigilata;Baardsnuituil;Nachtvlinders;Pechipogo strigilata;NULL;Baardsnuituil;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Nachtvlinders;Proserpinus proserpina;Teunisbloempijlstaart;Nachtvlinders;Proserpinus proserpina;NULL;Teunisbloempijlstaart;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Nachtvlinders;Scopula imitaria;Ligusterstipspanner;Nachtvlinders;Scopula imitaria;NULL;Ligusterstipspanner;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Nachtvlinders;Siona lineata;Vals witje;Nachtvlinders;Siona lineata;NULL;Vals witje;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Paddenstoelen;Amanita strobiliformis;Franjeamaniet;Paddenstoelen;Amanita strobiliformis;NULL;Franjeamaniet;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Paddenstoelen;Boletus impolitus;Goudporieboleet;Paddenstoelen;Boletus impolitus;NULL;Goudporieboleet;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Paddenstoelen;Clavulinopsis corniculata;Sikkelkoraalzwam;Paddenstoelen;Clavulinopsis corniculata;NULL;Sikkelkoraalzwam;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Paddenstoelen;Cortinarius alcalinophilus;NULL;Paddenstoelen;Cortinarius alcalinophilus;NULL;NULL;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Paddenstoelen;Cortinarius calochrous;Fraaie gordijnzwam;Paddenstoelen;Cortinarius calochrous;NULL;Fraaie gordijnzwam;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Paddenstoelen;Cortinarius croceocoeruleus;Paarse galgordijnzwam;Paddenstoelen;Cortinarius croceocoeruleus;NULL;Paarse galgordijnzwam;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Paddenstoelen;Cortinarius infractus;Olijfkleurige gordijnzwam;Paddenstoelen;Cortinarius infractus;NULL;Olijfkleurige gordijnzwam;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Paddenstoelen;Cortinarius violaceus;Violette gordijnzwam;Paddenstoelen;Cortinarius violaceus;NULL;Violette gordijnzwam;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Paddenstoelen;Dermoloma cuneifolium;Grauwe barsthoed;Paddenstoelen;Dermoloma cuneifolium;NULL;Grauwe barsthoed;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Paddenstoelen;Dermoloma magicum;Verkleurende barsthoed;Paddenstoelen;Dermoloma magicum;NULL;Verkleurende barsthoed;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Paddenstoelen;Disciotis venosa;Grote aderbekerzwam;Paddenstoelen;Disciotis venosa;NULL;Grote aderbekerzwam;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Paddenstoelen;Dumontinia tuberosa;Anemonenbekerzwam;Paddenstoelen;Dumontinia tuberosa;NULL;Anemonenbekerzwam;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Paddenstoelen;Ganoderma pfeifferi;Waslakzwam;Paddenstoelen;Ganoderma pfeifferi;NULL;Waslakzwam;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Paddenstoelen;Geoglossum fallax;Fijngeschubde aardtong;Paddenstoelen;Geoglossum fallax;NULL;Fijngeschubde aardtong;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Paddenstoelen;Geoglossum umbratile;Slanke aardtong;Paddenstoelen;Geoglossum umbratile;NULL;Slanke aardtong;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Paddenstoelen;Gyroporus castaneus;Kaneelboleet;Paddenstoelen;Gyroporus castaneus;NULL;Kaneelboleet;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Paddenstoelen;Hygrocybe flavipes;Geelvoetwasplaat;Paddenstoelen;Hygrocybe flavipes;NULL;Geelvoetwasplaat;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Paddenstoelen;Hygrocybe irrigata;Grauwe wasplaat;Paddenstoelen;Hygrocybe irrigata;NULL;Grauwe wasplaat;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Paddenstoelen;Hygrocybe laeta;Slijmwasplaat;Paddenstoelen;Hygrocybe laeta;NULL;Slijmwasplaat;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Paddenstoelen;Hygrocybe psittacina;Papegaaizwammetje;Paddenstoelen;Hygrocybe psittacina;NULL;Papegaaizwammetje;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Paddenstoelen;Inonotus hispidus;Ruige weerschijnzwam;Paddenstoelen;Inonotus hispidus;NULL;Ruige weerschijnzwam;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Paddenstoelen;Lacatarius evosmus;Vaaggegordelde melkzwam;Paddenstoelen;Lactarius evosmus;NULL;Vaaggegordelde melkzwam;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Paddenstoelen;Lactarius azonites;Bleke fluweelmelkzwam;Paddenstoelen;Lactarius azonites;NULL;Bleke fluweelmelkzwam;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Paddenstoelen;Lactarius lilacinus;Lila melkzwam;Paddenstoelen;Lactarius lilacinus;NULL;Lila melkzwam;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Paddenstoelen;Phellodon niger;Blauwzwarte stekelzwam;Paddenstoelen;Phellodon niger;NULL;Blauwzwarte stekelzwam;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Paddenstoelen;Russula melzeri;Pluche russula;Paddenstoelen;Russula melzeri;NULL;Pluche russula;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Paddenstoelen;Russula pseudointegra;Kleibosrussula;Paddenstoelen;Russula pseudointegra;NULL;Kleibosrussula;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Paddenstoelen;Russula solaris;Zonnerussula;Paddenstoelen;Russula solaris;NULL;Zonnerussula;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Paddenstoelen;Sarcoscypha coccinea;Rode kelkzwam;Paddenstoelen;Sarcoscypha coccinea;NULL;Rode kelkzwam;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Paddenstoelen;Trichoglossum hirsutum;Ruige aardtong;Paddenstoelen;Trichoglossum hirsutum;NULL;Ruige aardtong;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Paddenstoelen;Xerocomus pelletieri;Goudplaatzwam;Paddenstoelen;Xerocomus pelletieri;NULL;Goudplaatzwam;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Saproxyle bladsprietkevers;Lucanus cervus;Vliegend hert;Saproxyle kevers;Lucanus cervus;NULL;Vliegend hert;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Spinnen;Centromerus incilium;Glad tandpalpje;Spinnen;Centromerus incilium;NULL;Glad tandpalpje;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Spinnen;Cheiracanthium punctorium;Grote bermzakspin;Spinnen;Cheiracanthium punctorium;NULL;Grote bermzakspin;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Spinnen;Clubiona caerulescens;Glanzende zakspin;Spinnen;Clubiona caerulescens;NULL;Glanzende zakspin;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - Vlaams-Brabant;2008;0;Spinnen;Coelotes terrestris;Gewone bostrechterspin;Spinnen;Coelotes terrestris;NULL;Gewone bostrechterspin;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
